VehiclePicture,OverallRating,OverallFrontCrashRating,FrontCrashDriversideRating,FrontCrashPassengersideRating,FrontCrashPicture,FrontCrashVideo,OverallSideCrashRating,SideCrashDriversideRating,SideCrashPassengersideRating,SideCrashPicture,SideCrashVideo,combinedSideBarrierAndPoleRating-Front,combinedSideBarrierAndPoleRating-Rear,sideBarrierRating-Overall,RolloverRating,RolloverRating2,RolloverPossibility,RolloverPossibility2,dynamicTipResult,SidePoleCrashRating,SidePolePicture,SidePoleVideo,NHTSAElectronicStabilityControl,NHTSAForwardCollisionWarning,NHTSALaneDepartureWarning,ComplaintsCount,RecallsCount,InvestigationCount,ModelYear,Make,Model,VehicleDescription,VehicleId
https://static.nhtsa.gov/images/vehicles/12992_st0640_046.png,5,5,5,5,,,5,5,5,,,5,5,5,4,Not Rated,0.164,0,No Tip,5,,,Standard,Standard,Standard,0,1,1,2020,ACURA,MDX SPORT HYBRID,2020 Acura MDX SPORT HYBRID SUV AWD,14489
,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,1,1,2020,ACURA,NSX,2020 Acura NSX 2 DR AWD,14960
https://static.nhtsa.gov/images/vehicles/13000_st0640_046.png,5,4,4,4,https://static.nhtsa.gov/crashTest/images/2020/v10556P080.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10556C017.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v10364P104.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10364C013.wmv,5,5,5,4,Not Rated,0.15,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v10365P072.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10365C013.wmv,Standard,Standard,Standard,185,4,0,2020,ACURA,RDX,2020 Acura RDX SUV AWD,14143
https://static.nhtsa.gov/images/vehicles/13000_st0640_046.png,5,4,4,4,https://static.nhtsa.gov/crashTest/images/2020/v10556P080.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10556C017.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v10364P104.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10364C013.wmv,5,5,5,4,Not Rated,0.165,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v10365P072.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10365C013.wmv,Standard,Standard,Standard,185,4,0,2020,ACURA,RDX,2020 Acura RDX SUV FWD,14142
https://static.nhtsa.gov/images/vehicles/12480_st0640_046.png,5,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v09166P085.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v09166C016.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v09168P001.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v09168C011.wmv,5,5,5,5,Not Rated,0.097,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v09167P072.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v09167C012.wmv,Standard,Standard,Standard,0,1,0,2020,ACURA,RLX,2020 Acura RLX 4 DR FWD,14144
https://static.nhtsa.gov/images/vehicles/14203_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,5,5,5,,,5,5,5,5,Not Rated,0.097,0,No Tip,5,,,Standard,Standard,Standard,0,0,1,2020,ACURA,RLX SPORT HYBRID,2020 Acura RLX SPORT HYBRID 4 DR AWD,14145
https://static.nhtsa.gov/images/vehicles/12081_st0640_046.png,5,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v09068P085.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v09068C016.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v09067P105.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v09067C012.wmv,5,5,5,5,Not Rated,0.098,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v09066P073.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v09066C012.wmv,Standard,Standard,Standard,34,4,0,2020,ACURA,TLX,2020 Acura TLX 4 DR AWD,14114
https://static.nhtsa.gov/images/vehicles/12081_st0640_046.png,5,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v09068P085.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v09068C016.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v09067P105.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v09067C012.wmv,5,5,5,5,Not Rated,0.098,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v09066P073.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v09066C012.wmv,Standard,Standard,Standard,34,4,0,2020,ACURA,TLX,2020 Acura TLX 4 DR FWD,14113
https://static.nhtsa.gov/images/vehicles/14407_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,0,0,2020,ALFA,4C SPIDER,2020 Alfa 4C Spider C RWD,14263
https://static.nhtsa.gov/images/vehicles/14407_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Optional,No,0,0,0,2020,ALFA,ALFA ROMEO STELVIO QUADRIFOGLIO,2020 Alfa Alfa Romeo Stelvio Quadrifoglio SUV AWD,14267
https://static.nhtsa.gov/images/vehicles/14320_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Optional,Optional,0,0,0,2020,ALFA,GIULIA,2020 Alfa Giulia 4 DR AWD,14286
https://static.nhtsa.gov/images/vehicles/14320_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Optional,Optional,0,0,0,2020,ALFA,GIULIA,2020 Alfa Giulia 4 DR RWD,14264
https://static.nhtsa.gov/images/vehicles/14320_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Optional,Optional,0,0,0,2020,ALFA,GIULIA QUADRIFOGLIO,2020 Alfa Giulia Quadrifoglio 4 DR RWD,14265
https://static.nhtsa.gov/images/vehicles/14443_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Optional,No,0,0,0,2020,ALFA,STELVIO,2020 Alfa Stelvio SUV AWD,14287
https://static.nhtsa.gov/images/vehicles/14443_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Optional,No,0,0,0,2020,ALFA,STELVIO,2020 Alfa Stelvio SUV RWD,14266
https://static.nhtsa.gov/images/vehicles/14203_st0640_046.png,5,4,4,5,https://static.nhtsa.gov/crashTest/images/2020/v09005P087.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v09005C016.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v09008P108.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v09008C012.wmv,5,5,5,4,Not Rated,0.109,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v09007P079.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v09007C012.wmv,Standard,Standard,Optional,12,3,1,2020,AUDI,A3,2020 Audi A3 4 DR AWD,14803
https://static.nhtsa.gov/images/vehicles/14339_st0640_046.png,5,4,4,5,https://static.nhtsa.gov/crashTest/images/2020/v09005P087.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v09005C016.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v09008P108.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v09008C012.wmv,5,5,5,4,Not Rated,0.109,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v09007P079.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v09007C012.wmv,Standard,Standard,Optional,12,3,1,2020,AUDI,A3,2020 Audi A3 4 DR FWD,14764
https://static.nhtsa.gov/images/vehicles/14203_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Standard,Optional,12,3,1,2020,AUDI,A3 CABRIOLET,2020 Audi A3 Cabriolet C AWD,14804
https://static.nhtsa.gov/images/vehicles/14203_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Standard,Optional,12,3,1,2020,AUDI,A3 CABRIOLET,2020 Audi A3 Cabriolet C FWD,14767
https://static.nhtsa.gov/images/vehicles/14340_st0640_046.png,5,4,4,4,https://static.nhtsa.gov/crashTest/images/2020/v09992P081.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v09992C017.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v09995P104.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v09995C013.wmv,5,5,5,5,Not Rated,0.099,0, ,5,https://static.nhtsa.gov/crashTest/images/2020/v09993P072.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v09993C014.wmv,Standard,Standard,Optional,3,3,0,2020,AUDI,A4,2020 Audi A4 4 DR AWD,14805
https://static.nhtsa.gov/images/vehicles/14340_st0640_046.png,5,4,4,4,https://static.nhtsa.gov/crashTest/images/2020/v09992P081.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v09992C017.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v09995P104.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v09995C013.wmv,5,5,5,5,Not Rated,0.099,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v09993P072.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v09993C014.wmv,Standard,Standard,Optional,3,3,0,2020,AUDI,A4,2020 Audi A4 4 DR FWD,14769
https://static.nhtsa.gov/images/vehicles/14431_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,5,5,5,,,5,5,5,Not Rated,Not Rated,0,0, ,5,,,Standard,Standard,Optional,4,3,0,2020,AUDI,A4 ALLROAD,2020 Audi A4 allroad SW AWD,14768
https://static.nhtsa.gov/images/vehicles/14374_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Standard,Optional,9,4,0,2020,AUDI,A5,2020 Audi A5 2 DR AWD,14773
https://static.nhtsa.gov/images/vehicles/14373_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Standard,Optional,0,1,0,2020,AUDI,A5 CABIOLET,2020 Audi A5 Cabiolet C AWD,14771
https://static.nhtsa.gov/images/vehicles/14389_st0640_046.png,5,4,4,4,,,5,5,5,,,5,5,5,5,Not Rated,0.099,0, ,5,,,Standard,Standard,Optional,9,4,0,2020,AUDI,A5 SPORTBACK,2020 Audi A5 Sportback 4 DR AWD,14775
https://static.nhtsa.gov/images/vehicles/13293_st0640_046.png,5,4,5,4,https://static.nhtsa.gov/crashTest/images/2020/v10982P084.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10982C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v10981P104.JPG,https://static.nhtsa.gov/crashTest/videos/2020/v10981C013.mp4,5,5,5,5,Not Rated,0.089,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v10983P072.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10983C013.wmv,Standard,Standard,No,18,8,0,2020,AUDI,A6,2020 Audi A6 4 DR AWD,14806
https://static.nhtsa.gov/images/vehicles/13283_st0640_046.png,5,4,5,4,https://static.nhtsa.gov/crashTest/images/2020/v10982P084.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10982C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v10981P104.JPG,https://static.nhtsa.gov/crashTest/videos/2020/v10981C013.mp4,5,5,5,5,Not Rated,0.089,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v10983P072.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10983C013.wmv,Standard,Standard,No,18,8,0,2020,AUDI,A6,2020 Audi A6 4 DR FWD,14778
https://static.nhtsa.gov/images/vehicles/13283_st0640_046.png,5,4,5,4,https://static.nhtsa.gov/crashTest/images/2020/v10982P084.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10982C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v11297P105.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v11297C013.wmv,5,5,5,5,Not Rated,0.089,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v10983P072.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10983C013.wmv,Standard,Standard,No,18,8,0,2020,AUDI,A6 (WITH REAR SEAT SABS),2020 Audi A6 (With Rear Seat SABs) 4 DR FWD,15919
https://static.nhtsa.gov/images/vehicles/13283_st0640_046.png,5,4,5,4,https://static.nhtsa.gov/crashTest/images/2020/v10982P084.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10982C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v11297P105.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v11297C013.wmv,5,5,5,5,Not Rated,0.089,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v10983P072.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10983C013.wmv,Standard,Standard,No,18,8,0,2020,AUDI,A6 (WITH REAR SEAT SABS),2020 Audi A6 (With Rear Seat SABs)  4 DR AWD,15918
https://static.nhtsa.gov/images/vehicles/14341_st0640_046.png,5,4,5,4,,,5,5,5,,,5,5,5,5,Not Rated,0.089,0,No Tip,5,,,Standard,Standard,No,8,3,0,2020,AUDI,A6 ALLROAD,2020 Audi A6 allroad SW AWD,14777
https://static.nhtsa.gov/images/vehicles/14253_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,5,5,5,,,5,5,5,Not Rated,Not Rated,0,0, ,5,,,Standard,Standard,No,2,7,0,2020,AUDI,A7,2020 Audi A7 4 DR AWD,14780
https://static.nhtsa.gov/images/vehicles/14253_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,5,5,5,,,5,5,5,Not Rated,Not Rated,0,0, ,5,,,Standard,Standard,No,2,7,0,2020,AUDI,A7 (WITH REAR SEAT SABS),2020 Audi A7 (With Rear Seat SABs) 4 DR AWD,15920
https://static.nhtsa.gov/images/vehicles/13282_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Standard,No,2,7,0,2020,AUDI,A7 PHEV,2020 Audi A7 PHEV 4 DR AWD,14783
https://static.nhtsa.gov/images/vehicles/13240_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Standard,No,0,0,0,2020,AUDI,A8L,2020 Audi A8L 4 DR AWD,14784
https://static.nhtsa.gov/images/vehicles/14369_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Standard,No,0,0,0,2020,AUDI,A8L PHEV,2020 Audi A8L PHEV 4 DR AWD,14785
https://static.nhtsa.gov/images/vehicles/14546_st0640_046.png,5,4,4,4,https://static.nhtsa.gov/crashTest/images/2020/v10826P122.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10826C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v10827P104.JPG,https://static.nhtsa.gov/crashTest/videos/2020/v10827C012.wmv,5,5,5,5,Not Rated,0.092,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v10828P072.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10828C013.wmv,Standard,Standard,No,0,3,1,2020,AUDI,E-TRON,2020 Audi e-tron SUV AWD,14801
https://static.nhtsa.gov/images/vehicles/14546_st0640_046.png,5,4,4,4,,,5,5,5,,,5,5,5,5,Not Rated,0.092,0,No Tip,5,,,Standard,Standard,No,0,3,1,2020,AUDI,E-TRON SPORTBACK,2020 Audi e-tron Sportback SUV AWD,14802
https://static.nhtsa.gov/images/vehicles/13829_st0640_046.png,5,4,4,4,https://static.nhtsa.gov/crashTest/images/2020/v10925P084.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10925C019.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v10823P104.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10823C013.wmv,5,5,5,4,Not Rated,0.164,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v10821P072.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10821C013.wmv,Standard,Standard,No,54,2,0,2020,AUDI,Q3,2020 Audi Q3 SUV AWD,14787
https://static.nhtsa.gov/images/vehicles/14287_st0640_046.png,5,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v10183P080.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10183C017.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v10170P105.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10170C013.wmv,5,5,5,4,Not Rated,0.164,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v10173P071.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10173C014.wmv,Standard,Standard,Optional,16,6,0,2020,AUDI,Q5,2020 Audi Q5 SUV AWD,14788
https://static.nhtsa.gov/images/vehicles/14287_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Standard,Optional,0,0,1,2020,AUDI,Q5 PHEV,2020 Audi Q5 PHEV SUV AWD,14790
https://static.nhtsa.gov/images/vehicles/14342_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v11824P104.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v11824C013.wmv,5,5,5,4,Not Rated,0.157,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v11825P072.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v11825C013.wmv,Standard,Standard,No,15,4,0,2020,AUDI,Q7,2020 Audi Q7 SUV AWD,14956
https://static.nhtsa.gov/images/vehicles/13299_st0640_046.png,5,5,4,5,https://static.nhtsa.gov/crashTest/images/2020/v10660P080.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10660C017.wmv,5,5,5,https://static.nhtsa.gov/crashTest/images/2020/v10663P104.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10663C013.wmv,5,5,5,4,Not Rated,0.158,0,No Tip,5,https://static.nhtsa.gov/crashTest/images/2020/v10659P072.jpg,https://static.nhtsa.gov/crashTest/videos/2020/v10659C013.wmv,Standard,Standard,No,17,2,0,2020,AUDI,Q8,2020 Audi Q8 SUV AWD,14792
https://static.nhtsa.gov/images/vehicles/13737_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,0,0,2020,AUDI,R8,2020 Audi R8 2 DR AWD,14795
https://static.nhtsa.gov/images/vehicles/13935_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,0,0,2020,AUDI,R8 SPYDER,2020 Audi R8 Spyder C AWD,14796
https://static.nhtsa.gov/images/vehicles/13696_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,4,Not Rated,0.109,0,No Tip,Not Rated,,,Standard,Standard,Optional,1,1,1,2020,AUDI,RS 3,2020 Audi RS 3 4 DR AWD,14766
,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Standard,No,0,0,0,2020,AUDI,RS 7,2020 Audi RS 7 4 DR AWD,14782
,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,4,Not Rated,0.158,0,No Tip,Not Rated,,,Standard,Standard,No,0,0,0,2020,AUDI,RS Q8,2020 Audi RS Q8 SUV AWD,14794
https://static.nhtsa.gov/images/vehicles/11741_st0640_046.png,5,4,4,5,,,5,5,5,,,5,5,5,4,Not Rated,0.109,0,No Tip,5,,,Standard,Standard,Optional,1,1,1,2020,AUDI,S3,2020 Audi S3 4 DR AWD,14765
https://static.nhtsa.gov/images/vehicles/14365_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,5,Not Rated,0.099,0,No Tip,Not Rated,,,Standard,Standard,Optional,1,3,0,2020,AUDI,S4,2020 Audi S4 4 DR AWD,14770
https://static.nhtsa.gov/images/vehicles/14479_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Standard,Optional,3,4,0,2020,AUDI,S5,2020 Audi S5 2 DR AWD,14774
,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Standard,Optional,0,1,0,2020,AUDI,S5 CABRIOLET,2020 Audi S5 Cabriolet C AWD,14772
https://static.nhtsa.gov/images/vehicles/14479_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,5,Not Rated,0.099,0, ,Not Rated,,,Standard,Standard,Optional,3,4,0,2020,AUDI,S5 SPORTBACK,2020 Audi S5 Sportback 4 DR AWD,14776
https://static.nhtsa.gov/images/vehicles/14282_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,5,Not Rated,0.089,0,No Tip,Not Rated,,,Standard,Standard,No,0,5,0,2020,AUDI,S6,2020 Audi S6 4 DR AWD,14779
https://static.nhtsa.gov/images/vehicles/14243_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Standard,No,3,5,0,2020,AUDI,S7,2020 Audi S7 4 DR AWD,14781
https://static.nhtsa.gov/images/vehicles/14254_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,Standard,No,0,3,0,2020,AUDI,S8,2020 Audi S8 4 DR AWD,14786
https://static.nhtsa.gov/images/vehicles/13367_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,4,Not Rated,0.163,0,No Tip,Not Rated,,,Standard,Standard,Optional,5,4,0,2020,AUDI,SQ5,2020 Audi SQ5 SUV AWD,14789
https://static.nhtsa.gov/images/vehicles/14519_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,4,Not Rated,0.157,0,No Tip,Not Rated,,,Standard,Standard,No,0,0,0,2020,AUDI,SQ7,2020 Audi SQ7 SUV AWD,14791
,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,4,Not Rated,0.158,0,No Tip,Not Rated,,,Standard,Standard,No,0,0,0,2020,AUDI,SQ8,2020 Audi SQ8 SUV AWD,14793
https://static.nhtsa.gov/images/vehicles/13559_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,0,0,2020,AUDI,TT,2020 Audi TT 2 DR AWD,14797
https://static.nhtsa.gov/images/vehicles/13598_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,0,0,2020,AUDI,TT ROADSTER,2020 Audi TT Roadster C AWD,14800
https://static.nhtsa.gov/images/vehicles/13641_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,0,0,2020,AUDI,TT RS,2020 Audi TT RS 2 DR AWD,14799
https://static.nhtsa.gov/images/vehicles/13641_st0640_046.png,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,0,0,2020,AUDI,TTS,2020 Audi TTS 2 DR AWD,14798
,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,0,1,2020,BENTLEY,BENTAYGA PHEV,2020 Bentley Bentayga PHEV SUV AWD,14754
,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,4,0,2020,BENTLEY,BENTAYGA V8,2020 Bentley Bentayga V8 SUV AWD,14753
,Not Rated,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,,,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0,0, ,Not Rated,,,Standard,No,No,0,4,0,2020,BENTLEY,BENTAYGA W12,2020 Bentley Bentayga W12 SUV AWD,14755
